id,title,danceability,energy,key,loudness,tempo,time_signature
12123,慢慢喜歡你,0.601,0.316,7.0,-9.55,130.118,4.0
12124,可惜我是水瓶座,0.537,0.385,3.0,-6.216,169.98,4.0
12125,七友,0.513,0.558,10.0,-6.258,200.9,3.0
12126,紅豆,0.554,0.408,0.0,-10.609,111.821,4.0
12127,忽然之間,0.73,0.335,2.0,-10.13,138.075,4.0
12128,Wonderful U,0.557,0.436,6.0,-8.569,179.997,3.0
12129,家明,0.282,0.493,5.0,-7.413,206.818,4.0
12130,高山低谷,0.603,0.405,0.0,-8.078,143.986,4.0
12131,I'm Still Loving You,0.398,0.4,11.0,-7.666,134.435,4.0
12132,木紋,0.612,0.561,1.0,-7.119,128.948,4.0
12133,獨家記憶,0.486,0.506,6.0,-7.967,79.914,4.0
12134,燕,0.498,0.186,9.0,-16.167,111.394,4.0
12135,稻草人,0.328,0.451,1.0,-8.57,173.513,4.0
12136,親情 - 無線電視劇[親情]主題曲,0.236,0.348,11.0,-11.744,78.79,3.0
12137,"但願人長久 - 劇集 ""跳躍生命線"" 插曲",0.397,0.136,11.0,-12.295,183.357,4.0
12138,最愛,0.585,0.353,0.0,-12.556,112.983,4.0
12139,兩旬之歌,0.754,0.377,3.0,-8.306,115.021,4.0
12140,俏郎君,0.611,0.411,11.0,-7.278,123.728,4.0
12141,畫意,0.621,0.359,11.0,-7.214,110.499,4.0
12142,記得,0.405,0.128,5.0,-17.609,137.936,4.0
12143,多情,0.617,0.517,10.0,-8.579,128.207,4.0
12144,愛愛愛,0.473,0.459,9.0,-7.348,66.37,4.0
12145,匆匆那年,0.547,0.343,10.0,-10.475,127.977,3.0
12146,葡萄成熟時,0.521,0.567,10.0,-5.97,125.194,4.0
12147,明天不要賴床 Baby,0.676,0.515,5.0,-9.725,122.014,4.0
12148,今天沒大麻在身,0.501,0.655,7.0,-8.164,192.968,4.0
12149,彌敦道的一晚good trip,0.602,0.545,9.0,-13.846,147.898,4.0
12150,吳哥窟,0.492,0.439,8.0,-6.862,147.92,4.0
12151,傾城,0.647,0.262,7.0,-15.539,126.117,4.0
12152,年輕的茶餐廳老闆娘,0.476,0.418,0.0,-11.178,155.994,4.0
12153,今夜到干諾道中一起瞓,0.739,0.552,2.0,-7.678,140.042,4.0
12154,五點鐘去天光墟,0.435,0.506,9.0,-10.406,71.961,3.0
12155,說散就散,0.507,0.627,2.0,-6.804,139.68,4.0
12156,介乎法國與旺角的詩意,0.482,0.421,7.0,-10.294,139.424,4.0
12157,陀飛輪,0.544,0.309,0.0,-8.7,134.277,4.0
12158,迷人的頸巾,0.662,0.546,5.0,-7.984,114.007,4.0
12159,千千闋歌,0.637,0.556,4.0,-8.768,135.104,4.0
12160,她來聽我的演唱會,0.695,0.212,6.0,-14.412,124.072,4.0
12161,以為和你熟,0.657,0.196,8.0,-15.281,112.147,4.0
12162,廣州足浴一夜,0.632,0.354,5.0,-9.648,113.068,4.0
12163,浮誇,0.405,0.562,4.0,-6.222,201.02,3.0
12164,勞斯.萊斯,0.46,0.364,8.0,-7.953,131.992,4.0
12165,奇洛李維斯回信,0.734,0.524,1.0,-8.971,118.012,4.0
12166,只因當時太緊張,0.47,0.738,1.0,-6.569,140.053,4.0
12167,讓我搭一班會爆炸的飛機,0.375,0.774,0.0,-6.534,121.254,4.0
12168,我們 - 《後來的我們》電影主題曲,0.355,0.0962,9.0,-14.729,144.58,4.0
12169,情人,0.543,0.445,0.0,-8.137,143.998,4.0
12170,樹木真美,0.587,0.638,1.0,-4.205,139.996,4.0
12171,愛與誠,0.727,0.408,8.0,-7.37,133.868,4.0
12172,苦瓜,0.379,0.427,2.0,-9.284,185.952,4.0
12173,"我可以被這個世界淘汰,但不可以被世界擊敗",0.665,0.254,0.0,-12.221,115.006,4.0
12174,喜歡妳,0.511,0.757,0.0,-6.573,153.066,4.0
12175,賽勒斯的愛,0.497,0.426,3.0,-8.605,139.577,4.0
12176,曖昧,0.294,0.467,0.0,-8.776,207.724,4.0
12177,勇,0.58,0.544,7.0,-6.717,104.921,4.0
12178,每天愛你多一些,0.682,0.336,1.0,-12.049,100.027,4.0
12179,蜚蜚,0.312,0.381,0.0,-8.935,145.653,4.0
12180,任我行,0.417,0.375,5.0,-11.861,130.416,4.0
12181,QUEEN - Live,0.484,0.457,7.0,-12.104,81.381,4.0
12182,只是太愛你,0.549,0.393,10.0,-8.691,129.521,4.0
12183,真的愛妳,0.526,0.715,0.0,-5.364,154.083,4.0
12184,相依為命,0.505,0.434,11.0,-8.439,133.12,4.0
12185,某種老朋友,0.363,0.393,8.0,-12.848,143.865,4.0
12186,春秋,0.38,0.502,7.0,-5.508,98.658,4.0
12187,月半小夜曲,0.551,0.297,7.0,-14.998,80.188,4.0
12188,在水中央,0.65,0.319,0.0,-15.446,79.822,4.0
12189,Nothing's gonna change my love for you,0.631,0.514,0.0,-9.457,131.499,4.0
12190,明年今日,0.67,0.397,8.0,-10.87,123.969,4.0
12191,"不相信別人 - 劇集 ""刑偵日記"" 片尾曲",0.681,0.453,3.0,-6.875,123.934,4.0
12192,"是不是這樣的夜晚, 你才會這樣的想起我",0.544,0.424,7.0,-9.348,67.09,4.0
12193,情未了,0.652,0.318,10.0,-11.859,134.012,4.0
12194,K歌之王,0.346,0.349,2.0,-9.428,78.634,4.0
12195,火炭麗琪,0.385,0.548,7.0,-7.208,145.109,3.0
12196,三人遊,0.478,0.389,0.0,-10.006,128.202,4.0
12197,一個人回家,0.689,0.227,10.0,-10.294,73.172,4.0
12198,銀河修理員,0.425,0.792,7.0,-5.252,140.007,4.0
12199,吻別,0.555,0.375,6.0,-13.034,121.895,4.0
12200,親愛的瑪嘉烈,0.444,0.651,10.0,-6.048,171.9,4.0
12201,漩渦,0.721,0.519,8.0,-11.936,122.926,4.0
12202,下亞厘畢道,0.793,0.318,7.0,-9.819,137.183,3.0
12203,rm1210,0.606,0.473,10.0,-10.077,97.594,3.0
12204,還原淚,0.427,0.444,1.0,-7.045,150.256,4.0
12205,牛頭角青年,0.528,0.503,9.0,-9.457,129.079,4.0
12206,今晚講嘢夜唔夜,0.498,0.393,0.0,-10.855,140.95,4.0
12207,執迷不悔,0.624,0.422,10.0,-8.742,139.865,4.0
12208,我在暗中儲首期,0.584,0.489,9.0,-10.64,115.859,3.0
12209,給親戚看見我一個人食吉野家,0.673,0.434,9.0,-11.008,94.544,4.0
12210,油尖旺金毛玲,0.472,0.524,8.0,-7.15,143.946,4.0
12211,京都民宿夜,0.576,0.527,0.0,-10.013,79.311,4.0
12212,愛與痛的邊緣,0.62,0.411,5.0,-11.425,113.29,4.0
12213,癡情司,0.27,0.241,8.0,-11.415,174.29,4.0
12214,百年孤寂,0.489,0.728,0.0,-5.509,149.911,4.0
12215,明目張膽,0.512,0.596,5.0,-6.019,147.107,4.0
12217,櫻花樹下,0.415,0.498,9.0,-5.022,143.68,4.0
12218,思覺失調,0.627,0.409,8.0,-7.355,135.989,4.0
12219,野孩子,0.624,0.375,2.0,-8.522,120.06,4.0
12220,"Victor, Fly Me to Stafford",0.622,0.524,9.0,-7.626,152.972,4.0
12221,難免有錯,0.529,0.409,9.0,-10.092,126.672,4.0
12222,把歌談心,0.304,0.124,1.0,-17.6,168.996,4.0
12223,小傳奇,0.19,0.658,6.0,-6.044,197.943,3.0
12224,飄流教室,0.527,0.418,7.0,-8.169,109.675,4.0
12225,讓我搭一班會爆炸的飛機 - Live,0.423,0.81,0.0,-8.393,128.384,4.0
12226,好得很,0.553,0.52,8.0,-7.261,114.059,4.0
12227,心淡,0.66,0.487,5.0,-6.757,125.914,4.0
12228,獨家村,0.644,0.49,0.0,-7.269,116.027,4.0
12229,留下來的人,0.402,0.435,1.0,-8.005,157.204,4.0
12230,約定,0.557,0.324,4.0,-12.13,80.015,4.0
12231,但願不只是朋友,0.65,0.594,0.0,-7.484,122.164,4.0
12232,欲斷難斷,0.788,0.578,0.0,-9.998,119.089,4.0
12233,戲劇人生,0.562,0.381,9.0,-17.097,77.95,4.0
12234,至少還有你,0.479,0.542,4.0,-5.588,124.692,4.0
12235,森林,0.525,0.479,5.0,-7.768,75.012,4.0
12236,天梯,0.679,0.444,2.0,-6.88,121.834,4.0
12237,自我安慰,0.546,0.409,10.0,-7.318,84.116,4.0
12238,Shall We Talk,0.329,0.309,0.0,-10.255,172.599,4.0
12239,一言為定,0.495,0.373,1.0,-8.493,134.977,4.0
12240,螢火 Firefly,0.513,0.768,7.0,-6.336,136.904,4.0
12241,在空中的這一秒,0.563,0.491,3.0,-8.256,91.071,4.0
12242,一人之境 in C major,0.711,0.315,0.0,-11.211,122.052,4.0
12243,雨中的戀人們,0.697,0.497,6.0,-8.396,128.974,4.0
12244,milan,0.407,0.307,4.0,-11.93,174.51,4.0
12245,是但求其愛,0.326,0.272,6.0,-9.536,181.863,4.0
12246,劃火柴,0.545,0.53,6.0,-8.063,136.023,4.0
12247,"你是浪子,別泊岸",0.708,0.631,3.0,-8.388,102.987,4.0
12248,西西弗斯之歌,0.617,0.527,8.0,-7.372,116.014,4.0
12249,春天在車廂裡,0.437,0.358,11.0,-10.798,144.905,4.0
12250,沖繩流浪貓,0.609,0.251,9.0,-15.696,85.0,3.0
12251,遇到了,0.385,0.456,6.0,-9.695,184.011,4.0
12252,到此為止,0.566,0.292,8.0,-11.589,135.818,4.0
12253,東京人壽,0.451,0.813,3.0,-4.939,142.14,4.0
12254,我真的受傷了,0.603,0.0762,7.0,-21.221,72.917,4.0
12255,"柯德莉,關於風景",0.716,0.329,9.0,-12.584,124.644,3.0
12256,"給自己的情書 - ""笑忘書""廣東版",0.554,0.326,9.0,-10.702,125.844,3.0
12257,分分鐘需要你,0.791,0.269,9.0,-17.08,110.017,4.0
12258,"暗湧 - 電影""愈快樂愈墮落""歌曲",0.406,0.626,0.0,-6.651,80.889,4.0
12259,處處吻,0.758,0.794,1.0,-4.734,119.021,4.0
12260,紅豆,0.484,0.248,6.0,-13.931,121.969,4.0
12261,如果沒有你,0.507,0.281,11.0,-11.657,125.893,4.0
12262,"從未說起 - 劇集 ""跳躍生命線"" 片尾曲",0.617,0.367,6.0,-10.419,137.946,4.0
12263,我的波利海妮婭,0.682,0.682,6.0,-6.761,113.912,4.0
12264,人間,0.603,0.298,4.0,-11.761,130.041,4.0
12265,無處不在,0.645,0.684,0.0,-6.95,128.994,4.0
12266,給缺席的人唱首歌,0.599,0.526,0.0,-8.214,134.038,4.0
12267,給十年後的我,0.564,0.136,5.0,-16.534,119.856,4.0
12268,歲月如歌,0.592,0.427,3.0,-6.759,139.908,4.0
12269,乾,0.531,0.342,6.0,-11.622,110.332,3.0
12270,奇人的離職 - Live,0.487,0.599,9.0,-11.224,134.237,4.0
12271,年度之歌,0.499,0.333,0.0,-9.977,107.548,4.0
12272,詩歌舞街 - Live,0.436,0.301,4.0,-12.831,125.605,4.0
12273,悲傷的採購 - Live,0.359,0.551,2.0,-9.152,119.674,4.0
12274,鐵幕誘惑,0.773,0.869,1.0,-6.239,110.23,4.0
12275,下一站天后,0.569,0.569,11.0,-5.508,76.044,4.0
12276,不再猶豫,0.639,0.742,4.0,-8.51,133.763,4.0
12277,薄情歌,0.64,0.583,6.0,-7.404,127.998,4.0
12278,美麗新香港 - Live,0.319,0.745,4.0,-8.811,156.43,4.0
12279,"大無畏 - 劇集 ""大帥哥"" 主題曲",0.644,0.903,9.0,-7.516,178.103,4.0
12280,慢慢喜歡你 - Live at EasON AIR,0.568,0.321,10.0,-12.932,130.151,4.0
12281,眼淚為你流,0.555,0.321,0.0,-14.838,78.043,4.0
12282,人來人往,0.542,0.26,7.0,-12.104,74.842,4.0
12283,我的歌,0.661,0.352,4.0,-7.785,75.196,3.0
12284,愛難留,0.458,0.508,2.0,-10.448,142.215,4.0
12285,別舔傷口,0.494,0.387,0.0,-6.971,173.9,3.0
12286,車匙,0.505,0.691,11.0,-6.055,136.053,4.0
12287,感激我遇見 - 劇場版,0.546,0.522,7.0,-7.338,73.068,4.0
12288,"光陰飛逝時 - 劇集 ""異搜店"" 主題曲",0.615,0.405,3.0,-9.116,132.021,4.0
12289,二等天使,0.566,0.5,2.0,-6.459,144.884,4.0
12290,下一位前度 in Ab major,0.591,0.392,8.0,-9.737,117.85,4.0
12291,殺死我的溫柔,0.647,0.649,0.0,-7.066,95.005,4.0
12292,"司機 - 電影""下一站天后""歌曲",0.562,0.546,0.0,-6.459,139.018,4.0
12293,邊一個發明了ENCORE,0.417,0.455,0.0,-10.075,142.128,4.0
12294,Love Song,0.627,0.408,5.0,-9.87,114.744,4.0
12295,十七歲,0.637,0.41,5.0,-7.286,80.014,4.0
12296,愛人有新歡,0.584,0.534,5.0,-9.201,119.949,4.0
12297,在錯誤的宇宙尋找愛,0.509,0.501,6.0,-8.547,139.825,4.0
12298,阿姆斯特丹夜機,0.406,0.465,7.0,-14.161,88.235,3.0
12299,紅玫瑰(國),0.425,0.583,9.0,-6.971,128.05,4.0
12300,落花流水,0.582,0.548,1.0,-7.632,148.001,4.0
12301,分分鐘需要你,0.532,0.413,4.0,-13.833,111.946,4.0
12302,我們萬歲,0.562,0.494,1.0,-7.29,76.058,4.0
12303,一絲不掛,0.516,0.545,1.0,-7.837,143.99,3.0
12304,你快樂所以我快樂,0.676,0.307,8.0,-12.919,110.857,4.0
12305,漩渦,0.72,0.562,8.0,-10.676,123.002,4.0
12306,詞不達意,0.495,0.432,3.0,-7.914,126.276,4.0
12307,小城大事,0.582,0.345,2.0,-8.372,120.067,4.0
12308,呼吸有害,0.604,0.622,2.0,-6.568,77.981,4.0
12309,爺就是一名辭職撚,0.5,0.366,7.0,-11.416,95.063,4.0
12310,你最珍貴,0.52,0.285,10.0,-10.754,93.922,4.0
12311,公子多情,0.52,0.35,7.0,-11.57,81.012,4.0
12312,沙龍,0.534,0.58,4.0,-5.311,142.081,4.0
12313,留一天與你喘息,0.411,0.482,9.0,-8.081,172.079,4.0
12314,暗湧,0.325,0.213,10.0,-17.136,181.1,3.0
12315,只是太愛你,0.559,0.342,10.0,-10.726,130.004,4.0
12316,煙霞,0.576,0.646,4.0,-6.75,142.955,4.0
12317,時候不早,0.737,0.483,9.0,-6.416,83.966,4.0
12318,一六八,0.536,0.423,10.0,-13.35,81.901,4.0
12319,讓一切隨風,0.631,0.421,7.0,-10.315,130.199,4.0
12320,我們都是這樣長大的,0.427,0.409,5.0,-10.06,159.826,4.0
12321,不懂愛你,0.495,0.51,8.0,-7.357,136.072,4.0
12322,佛山贊先生,0.567,0.466,7.0,-9.146,96.972,4.0
12323,矜持,0.319,0.205,4.0,-14.326,138.493,3.0
12324,宅女上街吧 - Live,0.377,0.553,0.0,-10.567,133.5,4.0
12325,人在旅途灑淚時,0.448,0.294,2.0,-15.899,170.081,4.0
12326,耿耿於懷,0.588,0.741,0.0,-5.48,131.68,4.0
12327,K同學 - Live,0.563,0.408,8.0,-11.98,79.31,4.0
12328,麥記最後一夜 - Live,0.429,0.314,0.0,-14.744,136.118,3.0
12329,rm1210 - Live,0.472,0.256,0.0,-17.152,111.586,3.0
12330,Frenemy,0.59,0.513,11.0,-7.962,129.909,4.0
12331,宋代SAD BOY - Live,0.535,0.485,7.0,-13.303,132.674,4.0
12332,昨夜的渡輪上,0.554,0.345,6.0,-10.199,107.625,4.0
12333,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",0.701,0.481,2.0,-8.113,133.963,4.0
12334,你說之後會找我 - LIVE,0.426,0.227,0.0,-13.427,140.393,4.0
12335,街燈晚餐,0.494,0.614,1.0,-4.851,148.646,4.0
12336,小心地滑,0.653,0.811,2.0,-5.68,115.515,3.0
12337,大哥,0.595,0.435,9.0,-6.837,135.719,4.0
12338,久別重逢 - 劇集 “三生三世十里桃花” 主題曲,0.463,0.496,9.0,-8.091,147.843,3.0
12339,千個太陽,0.511,0.676,3.0,-7.468,77.74,4.0
12340,DNA出錯 - 演唱會現場版,0.69,0.925,9.0,-3.94,135.984,4.0
12341,勝利雙手創 - 電視劇:我來自潮洲 主題曲,0.616,0.484,10.0,-11.95,172.064,4.0
12342,真愛在明天,0.543,0.297,10.0,-12.371,135.978,4.0
12343,In Love With You,0.483,0.438,6.0,-7.071,71.003,4.0
12344,堅強的理由,0.507,0.472,9.0,-9.469,131.915,4.0
12345,冷雨夜,0.361,0.733,9.0,-5.73,172.986,4.0
12346,笑看風雲,0.608,0.401,4.0,-10.68,120.001,4.0
12347,灰色軌跡,0.597,0.553,6.0,-8.857,143.898,4.0
12348,E先生 連環不幸事件,0.497,0.454,10.0,-9.386,164.012,4.0
12349,一生一次,0.626,0.663,1.0,-11.866,140.283,4.0
12350,我在流浮山滴眼水.jpg,0.546,0.422,9.0,-8.534,139.84,4.0
12351,城裡的月光,0.538,0.251,10.0,-13.494,83.972,4.0
12352,風繼續吹,0.538,0.426,0.0,-9.985,133.786,4.0
12353,是有種人,0.535,0.398,11.0,-8.756,75.035,4.0
12354,有心人,0.541,0.38,0.0,-12.094,72.015,4.0
12355,"我愛官恩娜,都不及愛你的哨牙",0.604,0.738,2.0,-6.714,159.948,4.0
12356,禁色,0.502,0.183,2.0,-12.124,112.235,3.0
12357,黃金時代,0.555,0.494,4.0,-6.862,144.044,4.0
12358,邊一個發明了返工,0.552,0.294,5.0,-11.01,122.525,4.0
12359,菊花的味道,0.632,0.473,7.0,-9.904,120.149,4.0
12360,無賴,0.639,0.659,4.0,-5.356,111.024,4.0
12361,命硬,0.495,0.503,3.0,-6.838,185.088,3.0
12362,外面的世界,0.452,0.161,11.0,-14.383,131.644,4.0
12363,鍾無艷,0.629,0.429,1.0,-8.709,112.206,4.0
12364,一生中最愛,0.65,0.217,3.0,-13.503,125.924,4.0
12365,"相愛很難 - 電影""男人四十""歌曲",0.495,0.559,0.0,-8.888,134.508,4.0
12366,喫煙席 - Live,0.542,0.272,5.0,-15.699,134.255,4.0
12367,How Many Times - Studio Live,0.635,0.323,0.0,-12.026,119.072,4.0
12368,只因當時太緊張 - Live,0.351,0.777,7.0,-7.694,143.327,4.0
12369,只收一半 - Live,0.518,0.493,9.0,-12.512,84.016,4.0
12370,因講了出來 - Live,0.596,0.563,9.0,-10.738,117.285,4.0
12371,講不出再見,0.586,0.666,2.0,-5.608,72.973,4.0
12372,心亂如麻,0.651,0.37,7.0,-7.717,74.974,4.0
12373,介乎法國與旺角的詩意 - Live,0.494,0.53,7.0,-12.234,142.972,4.0
12374,相識非偶然,0.578,0.221,10.0,-14.231,113.827,4.0
12375,把今生忘掉,0.514,0.416,1.0,-11.158,135.8,4.0
12376,還是覺得你最好,0.497,0.294,5.0,-13.787,173.993,4.0
12377,1984,0.456,0.505,11.0,-7.495,135.828,4.0
12378,心,0.349,0.353,0.0,-14.36,105.994,4.0
12379,愛你(躲你),0.692,0.491,2.0,-8.618,129.991,4.0
12380,向全世界說愛你,0.621,0.593,3.0,-9.885,123.474,3.0
12381,"有意 - (劇集 ""烈火雄心III"" 片尾曲)",0.429,0.347,8.0,-11.307,135.749,4.0
12382,"最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",0.563,0.397,6.0,-9.396,137.985,4.0
12383,Oh!夜,0.779,0.462,11.0,-13.04,92.016,4.0
12384,Lover's Concerto,0.416,0.0993,0.0,-19.388,202.88,4.0
12385,"沒名字的歌,無名字的你",0.611,0.312,10.0,-10.26,136.296,4.0
12386,我是你未來,0.598,0.35,0.0,-13.191,162.62,4.0
12387,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",0.593,0.698,4.0,-7.643,138.014,4.0
12388,渴望,0.712,0.82,3.0,-6.535,120.026,4.0
12389,紅綠燈,0.602,0.423,10.0,-9.248,113.944,4.0
12390,圓,0.512,0.541,6.0,-5.414,184.529,3.0
12391,第29天,0.606,0.307,9.0,-9.585,92.094,4.0
12392,半點心,0.79,0.689,4.0,-7.507,122.226,4.0
12393,獅子山下 - 香港電台電視劇[獅子山下主題曲,0.41,0.356,5.0,-9.666,78.53,4.0
12394,第十支煙,0.564,0.665,0.0,-9.257,134.119,4.0
12395,借火,0.626,0.393,5.0,-7.211,121.774,4.0
12396,給金鐘地鐵站車廂內的人,0.65,0.567,0.0,-8.672,125.959,4.0
12397,夠鐘,0.656,0.506,7.0,-6.417,139.987,4.0
12398,無人之境,0.535,0.564,2.0,-7.224,123.892,4.0
12399,美孚根斯堡與白田珍寶金,0.57,0.448,6.0,-10.128,123.603,4.0
12400,陰天快樂,0.549,0.64,6.0,-7.483,130.034,4.0
12401,我本人,0.45,0.485,1.0,-7.389,133.86,4.0
12402,你給我聽好,0.429,0.356,7.0,-11.524,96.798,4.0
12403,我的視角,0.518,0.401,6.0,-7.908,129.652,4.0
12404,難得有情人,0.712,0.431,4.0,-12.063,96.327,4.0
12405,K歌之王,0.396,0.353,2.0,-8.91,76.276,4.0
12406,"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",0.502,0.54,1.0,-8.542,149.938,3.0
12407,鋼鐵是怎樣煉成的,0.59,0.5,8.0,-6.359,119.829,4.0
12408,失業抗爭歌,0.567,0.46,7.0,-7.017,150.758,3.0
12409,污糟兒,0.642,0.452,11.0,-9.99,124.002,4.0
12410,社會主義青年,0.728,0.425,5.0,-10.725,144.119,4.0
12411,情意結,0.469,0.24,4.0,-15.346,144.32,4.0
12412,郵差 - 蝴蝶 廣東版,0.639,0.401,0.0,-8.442,107.003,4.0
12413,喜歡喜歡你,0.613,0.644,4.0,-6.55,115.049,4.0
12414,一人有一個夢想,0.619,0.43,4.0,-9.716,160.0,4.0
12415,月球下的人,0.633,0.372,0.0,-8.877,105.998,4.0
12416,SABINA之淚 - Live,0.536,0.54,0.0,-12.164,83.301,4.0
12417,垃圾,0.528,0.36,0.0,-11.301,107.971,4.0
12418,你的名字 我的姓氏,0.544,0.054,11.0,-18.767,131.713,3.0
12419,人生曲,0.34,0.325,2.0,-12.261,111.205,4.0
12420,東京百貨,0.59,0.428,6.0,-10.05,125.698,4.0
12421,明知故犯,0.701,0.215,5.0,-15.16,131.156,4.0
12422,下亞厘畢道 - Live,0.45,0.357,7.0,-14.817,145.76,3.0
12423,隔離 - Studio Live Duet,0.692,0.355,10.0,-10.658,123.007,4.0
12424,風是冷,0.616,0.313,5.0,-13.29,124.342,4.0
12425,"今生今世 - 電影""金枝玉葉""歌曲",0.558,0.119,0.0,-16.353,129.569,4.0
12426,妳幸福嗎?,0.56,0.382,9.0,-10.478,126.922,4.0
12427,夢想號黃包車,0.724,0.54,0.0,-8.234,100.625,4.0
12428,不要哭了 - Acoustic Version,0.404,0.233,11.0,-9.749,160.484,4.0
12429,夜半輕私語,0.569,0.394,4.0,-14.802,118.777,4.0
12430,願你今夜別離去,0.569,0.746,11.0,-7.402,111.694,4.0
12431,追,0.311,0.209,0.0,-14.662,179.695,4.0
12432,"似真如假 - 劇集 ""反黑路人甲"" 主題曲",0.538,0.912,6.0,-5.209,169.932,4.0
12433,常在我心間...愛你不分早晚,0.471,0.255,2.0,-10.601,145.761,4.0
12434,有時,0.398,0.434,9.0,-8.659,120.428,4.0
12435,如果這是我愛你最好的距離,0.568,0.411,0.0,-8.532,133.802,4.0
12436,愛你一定快樂,0.481,0.252,7.0,-12.211,177.749,4.0
12437,紅日 - 電視劇「他來自天堂」主題曲,0.739,0.77,0.0,-8.169,120.099,4.0
12438,聽海浪REMIX,0.475,0.629,4.0,-6.077,159.368,4.0
12439,仍能情深愛上,0.443,0.436,10.0,-7.858,150.656,4.0
12440,連續劇,0.561,0.515,1.0,-7.191,147.866,4.0
12441,討厭,0.46,0.465,8.0,-7.503,171.946,4.0
12442,"Dear My Friend,",0.646,0.452,0.0,-8.152,94.566,4.0
12443,發誓,0.569,0.67,2.0,-8.558,106.903,4.0
12444,攻陷你的西,0.605,0.917,4.0,-6.72,133.937,4.0
12445,於心有愧,0.523,0.534,3.0,-6.339,135.937,3.0
12446,聖馬力諾之心,0.521,0.917,1.0,-4.363,98.037,4.0
12447,山林道,0.678,0.464,11.0,-8.725,114.076,4.0
12448,石頭記 - 電影「金燕子」主題曲,0.725,0.526,5.0,-12.166,112.811,4.0
12449,春光乍洩,0.566,0.526,0.0,-7.228,117.035,4.0
12450,寂寞的星期五,0.407,0.223,7.0,-11.363,202.269,4.0
12451,人非草木,0.549,0.468,0.0,-7.895,118.018,4.0
12452,四句,0.645,0.102,9.0,-17.791,91.594,4.0
12453,Japan實瓜,0.629,0.257,0.0,-11.876,73.216,4.0
12454,海,0.488,0.585,0.0,-11.757,58.975,4.0
12455,濕濕的夢,0.439,0.577,0.0,-8.309,67.285,4.0
12456,13樓的大笨象,0.423,0.721,1.0,-5.838,168.046,4.0
12457,牛頭角青年 - Live,0.386,0.666,11.0,-11.026,144.404,4.0
12458,美麗新香港 - Live,0.694,0.0816,9.0,-18.719,120.122,4.0
12459,容易受傷的女人,0.61,0.327,9.0,-10.646,132.09,4.0
12460,失業抗爭歌 - Live,0.601,0.36,11.0,-10.854,84.741,4.0
12461,載我走,0.55,0.51,4.0,-7.488,139.922,4.0
12462,愛情disabled - Live,0.542,0.39,0.0,-14.512,116.047,4.0
12463,我們一起離開吧 - Live,0.594,0.396,9.0,-13.856,117.145,3.0
12464,露體狂小丁 - Live,0.422,0.265,7.0,-13.53,74.459,4.0
12465,棋子,0.455,0.304,1.0,-12.719,131.842,3.0
12466,再殺一個人 - Live,0.528,0.567,2.0,-10.186,77.885,4.0
12467,湖海爭霸錄,0.486,0.521,11.0,-9.377,83.745,4.0
12468,年輕的茶餐廳老闆娘 - Live,0.611,0.386,0.0,-11.599,76.798,4.0
12469,驛動的心,0.462,0.208,0.0,-16.398,141.868,3.0
12470,熱血英雄,0.476,0.752,0.0,-6.244,173.888,4.0
12471,思念總在分手後,0.425,0.328,0.0,-11.118,84.316,4.0
12472,土瓜灣情歌 - LIVE - Live,0.432,0.26,0.0,-14.74,141.041,4.0
12473,路直路彎,0.698,0.297,0.0,-11.943,121.963,4.0
12474,相思夢難圓 - 修復版,0.525,0.648,0.0,-5.015,90.215,4.0
12475,終身美麗 (電影“瘦身男女”主題曲),0.398,0.372,9.0,-10.18,72.881,4.0
12476,失落沮喪歌 - Live,0.363,0.862,7.0,-9.373,110.05,4.0
12477,時光機,0.588,0.465,1.0,-7.488,126.898,4.0
12478,回憶裡沒有冬季,0.527,0.291,10.0,-9.841,84.081,4.0
12479,飄雪,0.609,0.351,0.0,-8.49,72.019,4.0
12480,餘震,0.467,0.371,5.0,-10.442,133.791,4.0
12481,彌敦道的一晚 goodtrip - Live,0.428,0.603,4.0,-10.673,139.861,4.0
12482,terence的心事 - Live,0.442,0.645,11.0,-8.794,132.714,4.0
12483,愛得太遲,0.718,0.423,5.0,-6.754,117.006,4.0
12484,陰天,0.72,0.529,10.0,-8.928,133.967,4.0
12485,負心的人,0.28,0.241,8.0,-12.02,75.134,4.0
12486,最後一次,0.532,0.826,2.0,-4.546,129.939,4.0
12487,曾經 - 電視劇「黃金十年」插曲,0.727,0.531,10.0,-11.483,107.266,4.0
12488,天才與白痴往日情,0.261,0.272,5.0,-14.583,173.622,4.0
12489,鍾無艷,0.626,0.42,1.0,-8.593,112.262,4.0
12490,下週同樣時間 (再見) - Live at EasON AIR,0.632,0.666,8.0,-9.16,113.972,4.0
12491,"愛的逃兵 - 電影 ""愛的逃兵"" 歌曲",0.409,0.211,10.0,-19.817,160.029,4.0
12492,讓懂你的人愛你,0.556,0.372,8.0,-10.035,113.636,4.0
12493,你當我什麼,0.592,0.386,4.0,-8.913,124.999,4.0
12494,末日快車,0.542,0.599,9.0,-8.639,97.0,4.0
12495,彳亍,0.503,0.351,2.0,-9.927,131.913,4.0
12496,terence的心事,0.607,0.451,9.0,-7.44,132.003,4.0
